1		1222705039		76
2		1622705069		16
3		1622706003		26
4		1712705062		
5		1712705099		40
6		1722705007		
7		1722705033		
8		1722705037		21
9		1722705039		
10		1722705051		12
11		1722705071		
12		1722705073		32
13		1722706005		59
14		1722706011		41
15		1822705001		20
16		1822705003		9
17		1822705005		28
18		1822705007		18
19		1822705009		4
20		1822705013		13
21		1822705015		4
22		1822705019		33
23		1822705025		
24		1822705029		25
25		1822705031		12
26		1822705033		20
27		1822705035		29
28		1822705037		19
29		1822705039		4
30		1822705041		
31		1822705045		32
32		1822705047		5
33		1822705049		11
34		1822705051		3
35		1822705053		4
36		1822705055		4
37		1822705059		22
38		1822705303		2
39		1822705309		30
