1		1412705063		28
2		1612706009		
3		1622705068		
4		1712705009		
5		1712705011		4
6		1712705013		11
7		1712705019		16
8		1712705021		13
9		1712705033		20
10		1712705037		19
11		1712705039		3
12		1712706001		39
13		1712706005		20
14		1712706015		
15		1722705063		12
16		1812705005		
17		1812705007		1
18		1812705009		
19		1812705011		
20		1812705013		15
21		1812705019		
22		1812705021		33
23		1812705023		11
24		1812705025		
25		1812705027		9
26		1812705029		29
27		1812705031		22
28		1812705033		24
29		1812705037		36
30		1812705039		28
31		1812705041		36
32		1812705045		3
33		1812705047		4
34		1812705049		
35		1812705051		32
36		1812705053		
37		1812705055		13
38		1812705057		
39		1812706001		30
40		1812706003		61
41		1812706007		58
