Sıra Numara     Arasınav
1	1222705039	26
2	1422705061	G
3	1622705069	19
4	1622706003	20
5	1712705061	G
6	1712705062	20
7	1712705095	61
8	1712705097	37
9	1712705099	24
10	1722705007	G
11	1722705033	G
12	1722705037	16
13	1722705039	G
14	1722705051	8
15	1722705071	8
16	1722705073	26
17	1722706005	15
18	1722706009	34
19	1722706011	16
20	1722706013	34
21	1722706015	32
22	1822705001	18
23	1822705003	19
24	1822705005	26
25	1822705007	8
26	1822705009	9
27	1822705011	34
28	1822705013	9
29	1822705015	0
30	1822705017	G
31	1822705019	19
32	1822705023	43
33	1822705025	9
34	1822705027	31
35	1822705029	1
36	1822705031	24
37	1822705033	17
38	1822705035	9
39	1822705037	20
40	1822705039	8
41	1822705041	8
42	1822705043	G
43	1822705045	21
44	1822705047	8
45	1822705049	8
46	1822705051	28
47	1822705053	11
48	1822705055	8
49	1822705057	G
50	1822705059	12
51	1822705303	8
52	1822705309	19
53	1822705313	30
