Sıra Numara     Arasınav
1	1412705063	28
2	1612705065	G
3	1612706009	G
4	1612706013	10
5	1612706015	41
6	1622705068	16
7	1712705007	22
8	1712705009	G
9	1712705011	26
10	1712705013	31
11	1712705019	28
12	1712705021	36
13	1712705033	34
14	1712705037	27
15	1712705039	17
16	1712705045	70
17	1712706001	31
18	1712706003	40
19	1712706005	33
20	1712706011	47
21	1712706015	21
22	1722705063	29
23	1812705001	41
24	1812705003	25
25	1812705005	16
26	1812705007	16
27	1812705009	26
28	1812705011	12
29	1812705013	35
30	1812705015	39
31	1812705017	32
32	1812705019	12
33	1812705021	8
34	1812705023	4
35	1812705025	39
36	1812705027	8
37	1812705029	23
38	1812705031	16
39	1812705033	17
40	1812705035	34
41	1812705037	26
42	1812705039	28
43	1812705041	23
44	1812705043	43
45	1812705045	14
46	1812705047	6
47	1812705049	26
48	1812705051	24
49	1812705053	56
50	1812705055	22
51	1812705057	25
52	1812705059	25
53	1812706001	25
54	1812706003	17
55	1812706007	21
